,Time,Indus_levels,Indus_Inflow,Indus_Outflow,Kabul_Inflow,Jhelum_levels,Jhelum_Inflow,Jhelum_Outflow,Chenab_Inflow,System_Inflow_now,System_Inflow_past,System_Inflow_avg
1107,1-Nov ,1478.65 ,23.4 ,48.0 ,4.3 ,1154.90 ,7.2 ,20.0 ,9.7 ,44.6 ,46.4 ,62.4 
1108,31-Oct ,1479.83 ,24.8 ,45.0 ,4.5 ,1155.50 ,7.2 ,20.0 ,11.9 ,48.4 ,44.1 ,64.1 
1109,30-Oct ,1480.77 ,24.9 ,45.0 ,4.3 ,1156.10 ,7.6 ,15.0 ,10.5 ,47.3 ,43.7 ,65.0 
1110,29-Oct ,1481.70 ,24.9 ,35.0 ,4.9 ,1156.45 ,7.6 ,15.0 ,10.2 ,47.6 ,48.7 ,64.9 
1111,28-Oct ,1482.18 ,25.5 ,25.0 ,4.8 ,1156.80 ,8.6 ,15.0 ,10.5 ,49.4 ,48.5 ,68.3 
1112,27-Oct ,1482.18 ,25.9 ,25.0 ,5.0 ,1157.10 ,8.6 ,15.0 ,11.0 ,50.5 ,48.7 ,72.2 
1113,26-Oct ,1482.16 ,26.6 ,25.0 ,5.2 ,1157.40 ,7.6 ,0.1 ,11.0 ,50.4 ,47.8 ,69.7 
1114,25-Oct ,1482.11 ,26.9 ,25.0 ,5.1 ,1157.05 ,7.6 ,0.1 ,12.2 ,51.8 ,48.5 ,68.1 
1115,24-Oct ,1482.05 ,28.0 ,25.0 ,5.1 ,1156.70 ,8.6 ,0.1 ,12.2 ,53.9 ,53.4 ,68.8 
1116,23-Oct ,1481.94 ,27.5 ,25.0 ,5.4 ,1156.30 ,8.6 ,0.1 ,10.4 ,51.9 ,52.6 ,70.3 
1117,22-Oct ,1481.85 ,28.8 ,30.0 ,5.0 ,1155.90 ,9.7 ,0.1 ,12.2 ,55.7 ,50.9 ,71.1 
1118,21-Oct ,1481.92 ,27.8 ,30.0 ,5.6 ,1155.45 ,8.6 ,0.1 ,12.2 ,54.2 ,52.4 ,74.1 
1119,20-Oct ,1482.02 ,30.4 ,30.0 ,6.8 ,1155.05 ,11.1 ,10.0 ,12.5 ,60.8 ,54.5 ,72.7 
1120,19-Oct ,1482.00 ,31.2 ,35.0 ,7.0 ,1155.00 ,11.1 ,10.0 ,12.9 ,62.2 ,54.2 ,74.9 
1121,18-Oct ,1482.17 ,35.7 ,35.0 ,6.6 ,1154.95 ,10.7 ,15.0 ,13.4 ,66.4 ,57.3 ,75.4 
1122,17-Oct ,1482.14 ,34.6 ,35.0 ,6.5 ,1155.15 ,9.7 ,15.0 ,13.2 ,64.0 ,57.9 ,78.9 
1123,16-Oct ,1482.16 ,31.5 ,35.0 ,6.5 ,1155.40 ,7.6 ,15.0 ,13.4 ,59.0 ,60.0 ,81.7 
1124,15-Oct ,1482.34 ,33.1 ,35.0 ,7.0 ,1155.75 ,8.3 ,20.0 ,14.5 ,62.9 ,59.1 ,81.4 
1125,14-Oct ,1482.45 ,33.9 ,35.0 ,7.3 ,1156.30 ,9.4 ,20.0 ,15.8 ,66.4 ,66.1 ,81.9 
1126,13-Oct ,1482.52 ,35.4 ,40.0 ,7.8 ,1156.80 ,10.4 ,20.0 ,15.8 ,69.4 ,68.3 ,85.1 
1127,12-Oct ,1482.76 ,37.2 ,50.0 ,8.6 ,1157.25 ,11.5 ,20.0 ,16.0 ,73.3 ,68.7 ,88.6 
1128,11-Oct ,1483.35 ,36.9 ,50.0 ,8.8 ,1157.65 ,10.4 ,20.0 ,15.8 ,71.9 ,71.4 ,91.2 
1129,10-Oct ,1483.96 ,37.9 ,60.0 ,8.7 ,1158.10 ,9.2 ,22.0 ,16.4 ,72.2 ,75.5 ,96.8 
1130,9-Oct ,1484.96,39.4 ,70.0 ,8.0 ,1158.70 ,7.1 ,22.0 ,16.1 ,70.6 ,78.7 ,100.7 
1131,8-Oct ,1486.37 ,43.4 ,80.0 ,8.2 ,1159.40 ,11.4 ,22.0 ,17.4 ,80.4 ,80.9 ,102.7 
1132,7-Oct ,1488.05 ,40.8 ,80.0 ,7.5 ,1159.90 ,8.1 ,22.0 ,17.6 ,74.0 ,83.3 ,103.3 
1133,6-Oct ,1489.85 ,42.7 ,80.0 ,7.6 ,1160.50 ,4.7 ,40.0 ,18.7 ,73.7 ,90.3 ,105.6 
1134,5-Oct ,1491.50 ,44.8 ,85.0 ,7.6 ,1162.00 ,6.2 ,45.0 ,19.3 ,77.9 ,91.4 ,105.6 
1135,4-Oct ,1493.27 ,45.8 ,85.0 ,7.2 ,1163.65 ,9.7 ,45.0 ,18.0 ,80.7 ,92.4 ,107.1 
1136,3-Oct ,1495.00 ,48.7 ,100.0 ,6.8 ,1165.15 ,8.2 ,40.0 ,18.5 ,82.2 ,92.4 ,108.7 
1137,2-Oct ,1497.25 ,49.9 ,100.0 ,7.4 ,1166.50 ,10.6 ,40.0 ,20.1 ,88.0 ,90.3 ,111.8 
1138,1-Oct ,1499.45 ,51.3 ,100.0 ,9.7 ,1167.75 ,9.1 ,15.0 ,20.5 ,90.6 ,90.3 ,113.2 
1139,30-Sep ,1501.50 ,54.3 ,100.0 ,10.4 ,1168.00 ,10.3 ,15.0 ,24.5 ,99.5 ,92.4 ,117.7 
1140,29-Sep ,1503.40 ,53.8 ,100.0 ,10.8 ,1168.20 ,9.1 ,15.0 ,24.2 ,97.9 ,93.0 ,122.4 
1141,28-Sep ,1505.32 ,58.8 ,105.0 ,10.7 ,1168.45 ,9.1 ,15.0 ,26.1 ,104.7 ,95.7 ,121.3 
1142,27-Sep ,1507.24 ,62.6 ,115.0 ,11.1 ,1168.70 ,9.1 ,15.0 ,29.8 ,112.6 ,98.3 ,126.5 
1143,26-Sep ,1509.41 ,61.1 ,115.0 ,11.3 ,1168.95 ,10.3 ,15.0 ,37.2 ,119.9 ,100.0 ,132.1 
1144,25-Sep ,1511.58 ,59.7 ,120.0 ,10.2 ,1169.15 ,9.1 ,15.0 ,55.6 ,134.6 ,102.3 ,141.6 
1145,24-Sep ,1513.98 ,59.9 ,130.0 ,12.9 ,1169.40 ,10.7 ,30.0 ,91.3 ,174.8 ,99.8 ,155.1 
1146,23-Sep ,1516.77 ,62.3 ,130.0 ,11.7 ,1170.20 ,10.3 ,45.0 ,20.1 ,104.4 ,100.6 ,166.0 
1147,22-Sep ,1519.40 ,58.3 ,130.0 ,11.2 ,1171.55 ,10.3 ,45.0 ,19.2 ,99.0 ,100.9 ,150.0 
1148,21-Sep ,1522.22 ,61.1 ,130.0 ,11.0 ,1172.90 ,12.8 ,45.0 ,20.0 ,104.9 ,100.7 ,160.1 
1149,20-Sep ,1524.85 ,64.0 ,130.0 ,10.9 ,1174.35 ,10.3 ,45.0 ,20.0 ,105.2 ,103.0 ,165.3 
1150,19-Sep ,1527.37 ,69.2 ,137.6 ,11.4 ,1175.50 ,12.8 ,45.0 ,20.5 ,113.9 ,110.1 ,180.5 
1151,18-Sep ,1529.98 ,77.5 ,150.0 ,13.7 ,1176.75 ,12.8 ,45.0 ,20.0 ,124.0 ,116.3 ,182.3 
1152,17-Sep ,1532.63 ,88.8 ,150.0 ,16.5 ,1178.00 ,12.6 ,28.0 ,20.0 ,137.9 ,124.2 ,196.4 
1153,16-Sep ,1534.87 ,100.9 ,150.0 ,13.0 ,1178.60 ,12.0 ,12.0 ,29.4 ,155.3 ,130.2 ,192.7 
1154,15-Sep ,1536.67 ,108.9 ,150.0 ,13.7 ,1178.60 ,17.1 ,12.0 ,37.8 ,177.5 ,138.0 ,198.1 
1155,14-Sep ,1538.18 ,111.6 ,180.0 ,13.7 ,1178.40 ,15.9 ,12.0 ,36.9 ,178.1 ,144.2 ,199.2 
1156,13-Sep ,1540.65 ,112.9 ,180.0 ,13.1 ,1178.25 ,13.3 ,12.0 ,38.6 ,177.9 ,155.7 ,206.2 
1157,12-Sep ,1543.00 ,115.5 ,180.0 ,11.7 ,1178.20 ,14.6 ,12.0 ,45.6 ,187.4 ,162.5 ,207.4 
1158,11-Sep ,1545.26 ,122.3 ,170.0 ,11.9 ,1178.10 ,14.6 ,12.0 ,38.0 ,186.8 ,159.7 ,212.4 
1159,10-Sep ,1546.94 ,130.9 ,170.0 ,12.2 ,1178.00 ,11.8 ,13.1 ,41.9 ,196.8 ,153.6 ,226.7 
1160,9-Sep ,1548.32 ,136.2 ,160.0 ,13.4 ,1178.05 ,12.6 ,10.0 ,49.4 ,211.6 ,162.6 ,234.4 
1161,8-Sep ,1549.17 ,136.8 ,160.0 ,15.4 ,1177.95 ,12.6 ,10.0 ,56.7 ,221.5 ,170.8 ,238.8 
1162,7-Sep ,1550.00 ,133.6 ,132.9 ,16.7 ,1177.85 ,12.6 ,10.0 ,45.4 ,208.3 ,348.3 ,294.8 
1163,6-Sep ,1550.00 ,144.5 ,143.8 ,20.6 ,1177.75 ,13.9 ,10.0 ,49.2 ,228.2 ,181.7 ,308.0 
1164,5-Sep ,1550.00 ,154.5 ,153.9 ,22.0 ,1177.60 ,15.1 ,10.0 ,45.4 ,237.0 ,195.7 ,320.6 
1165,4-Sep ,1550.00 ,164.3 ,163.8 ,21.5 ,1177.40 ,13.9 ,10.0 ,53.0 ,252.7 ,205.7 ,270.8 
1166,3-Sep ,1550.00 ,166.0 ,165.6 ,21.4 ,1177.25 ,16.4 ,10.0 ,56.7 ,260.5 ,229.3 ,252.6 
1167,2-Sep ,1550.00 ,162.1 ,161.8 ,20.5 ,1177.00 ,16.4 ,10.0 ,53.0 ,252.0 ,242.9 ,256.7 
1168,1-Sep ,1550.00 ,163.1 ,162.8 ,21.1 ,1176.75 ,15.1 ,10.0 ,60.5 ,259.8 ,226.4 ,262.9 
1169,31-Aug ,1550.00 ,154.6 ,154.3 ,20.9 ,1176.55 ,16.4 ,10.0 ,56.7 ,248.6 ,215.8 ,264.7 
1170,30-Aug ,1550.00 ,145.5 ,145.2 ,23.9 ,1176.30 ,17.7 ,10.0 ,53.8 ,240.9 ,208.1 ,271.9 
1171,29-Aug ,1550.00 ,161.8 ,161.5 ,31.7 ,1176.00 ,16.4 ,10.0 ,58.4 ,268.3 ,217.8 ,288.5 
1172,28-Aug ,1550.00 ,189.8 ,189.5 ,35.3 ,1175.75 ,21.6 ,10.0 ,53.8 ,300.5 ,234.9 ,293.2 
1173,27-Aug ,1550.00 ,210.3 ,210.0 ,36.9 ,1175.30 ,25.4 ,10.0 ,69.0 ,341.6 ,271.4 ,305.2 
1174,26-Aug ,1550.00 ,233.0 ,232.7 ,38.3 ,1174.70 ,28.0 ,10.0 ,68.0 ,367.3 ,295.5 ,314.9 
1175,25-Aug ,1550.00 ,234.5 ,234.2 ,40.5 ,1174.00 ,25.4 ,10.0 ,78.5 ,378.9 ,280.4 ,318.3 
1176,24-Aug ,1550.00 ,230.5 ,230.2 ,40.7 ,1173.40 ,25.4 ,10.0 ,78.5 ,375.1 ,262.4 ,316.4 
1177,23-Aug ,1550.00 ,225.1 ,224.8 ,37.1 ,1172.80 ,28.0 ,10.0 ,75.1 ,365.3 ,258.0 ,327.1 
1178,22-Aug ,1550.00 ,206.6 ,206.1 ,37.0 ,1172.10 ,29.3 ,10.0 ,78.4 ,351.3 ,261.4 ,325.0 
1179,21-Aug ,1150.00 ,210.4 ,209.9 ,41.0 ,1171.35 ,25.5 ,10.0 ,79.6 ,356.5 ,270.6 ,329.2 
1180,20-Aug ,1550.00 ,224.8 ,181.1 ,45.8 ,1170.75 ,29.3 ,10.0 ,74.3 ,374.2 ,267.9 ,334.4 
1181,19-Aug ,1548.50 ,221.6 ,178.0 ,41.3 ,1170.00 ,33.5 ,10.0 ,79.6 ,376.0 ,258.8 ,343.3 
1182,18-Aug ,1547.00 ,210.2 ,159.0 ,41.7 ,1169.00 ,28.8 ,10.0 ,71.3 ,352.0 ,261.8 ,368.4 
1183,17-Aug ,1545.23 ,214.8 ,157.1 ,43.4 ,1168.20 ,32.3 ,10.0 ,69.1 ,359.6 ,290.2 ,405.0 
1184,16-Aug ,1543.23 ,240.3 ,182.6 ,47.1 ,1167.25 ,31.2 ,10.0 ,75.7 ,394.3 ,338.6 ,443.0 
1185,15-Aug ,1541.23 ,270.7 ,214.0 ,51.5 ,1166.35 ,44.1 ,10.0 ,96.3 ,462.6 ,366.9 ,459.2 
1186,14-Aug ,1539.23 ,281.2 ,225.3 ,49.0 ,1164.90 ,57.0 ,10.0 ,177.3 ,564.5 ,379.7 ,447.5 
1187,13-Aug ,1537.23 ,262.2 ,206.3 ,48.6 ,1162.90 ,37.1 ,10.0 ,111.1 ,459.0 ,410.5 ,450.0 
1188,12-Aug ,1535.23 ,253.3 ,197.4 ,52.0 ,1161.75 ,32.3 ,10.0 ,87.8 ,425.4 ,424.0 ,446.0 
1189,11-Aug ,1533.29 ,259.9 ,204.3 ,52.7 ,1160.80 ,35.2 ,10.0 ,87.9 ,435.7 ,451.5 ,453.7 
1190,10-Aug ,1531.23 ,257.1 ,202.4 ,63.9 ,1159.70 ,37.6 ,10.0 ,89.8 ,448.4 ,460.6 ,467.3 
1191,9-Aug ,1529.23 ,254.1 ,140.0 ,58.6 ,1158.40 ,34.5 ,10.0 ,117.6 ,464.8 ,456.1 ,468.1 
1192,8-Aug ,1524.93 ,242.7 ,150.0 ,43.8 ,1157.25 ,73.8 ,10.0 ,120.3 ,480.6 ,458.8 ,478.2 
1193,7-Aug ,1521.44 ,214.8 ,170.0 ,38.0 ,1154.25 ,36.6 ,10.0 ,98.1 ,387.5 ,465.6 ,463.6 
1194,6-Aug ,1519.75 ,184.8 ,170.0 ,37.5 ,1153.00 ,27.0 ,10.0 ,77.0 ,326.3 ,488.4 ,459.5 
1195,5-Aug ,1519.18 ,166.8 ,165.0 ,37.8 ,1152.20 ,25.9 ,10.0 ,66.9 ,297.4 ,518.4 ,464.9 
1196,4-Aug ,1519.12 ,163.3 ,165.0 ,36.8 ,1151.45 ,28.1 ,10.0 ,58.8 ,287.0 ,531.8 ,460.4 
1197,3-Aug ,1519.20 ,160.4 ,155.0 ,39.0 ,1150.60 ,28.4 ,10.0 ,59.8 ,287.6 ,604.2 ,463.1 
1198,2-Aug ,1519.00 ,160.0 ,150.0 ,42.0 ,1149.70 ,29.4 ,13.3 ,59.4 ,290.8 ,562.3 ,462.5 
1199,1-Aug ,1518.62 ,165.0 ,135.0 ,49.1 ,1148.85 ,28.1 ,30.0 ,63.4 ,305.6 ,534.9 ,470.1 
1200,31-Jul ,1517.44 ,182.0 ,135.0 ,58.0 ,1148.00 ,30.9 ,30.0 ,57.4 ,328.3 ,511.7 ,502.8 
1201,30-Jul ,1515.59 ,215.3 ,113.7 ,65.7 ,1148.90 ,34.5 ,10.0 ,63.3 ,378.8 ,442.0 ,523.0 
1202,29-Jul ,1511.59 ,256.9 ,182.0 ,73.9 ,1147.60 ,42.1 ,10.0 ,68.6 ,441.5 ,430.3 ,472.0 
1203,28-Jul ,1508.59 ,277.6 ,155.3 ,78.9 ,1145.90 ,45.9 ,10.0 ,80.7 ,483.1 ,416.4 ,440.7 
1204,27-Jul ,1503.59 ,277.0 ,80.0 ,78.1 ,1144.00 ,57.2 ,10.0 ,97.3 ,509.6 ,412.1 ,427.3 
1205,26-Jul ,1495.27 ,271.3 ,80.0 ,72.6 ,1141.50 ,47.5 ,10.0 ,96.2 ,487.6 ,414.2 ,402.1 
1206,25-Jul ,1486.80 ,279.6 ,80.0 ,89.5 ,1139.45 ,51.8 ,10.0 ,89.4 ,510.3 ,425.8 ,403.5 
1207,24-Jul ,1477.78 ,276.3 ,100.0 ,89.3 ,1136.95 ,48.5 ,10.0 ,87.6 ,501.7 ,420.9 ,410.3 
1208,23-Jul ,1469.52 ,259.1 ,100.0 ,61.2 ,1134.65 ,46.0 ,10.0 ,82.9 ,449.2 ,415.8 ,410.1 
1209,22-Jul ,1461.88 ,249.6 ,110.2 ,63.0 ,1132.50 ,33.4 ,10.0 ,81.4 ,427.4 ,416.5 ,412.7 
1210,21-Jul ,1455.03 ,231.0 ,108.6 ,66.3 ,1131.10 ,33.4 ,10.0 ,82.4 ,413.1 ,431.7 ,420.0 
1211,20-Jul ,1448.30 ,207.6 ,130.0 ,65.6 ,1129.65 ,32.8 ,15.0 ,88.5 ,394.5 ,443.1 ,413.7 
1212,19-Jul ,1442.02 ,226.9 ,140.0 ,65.7 ,1128.40 ,38.5 ,15.0 ,74.9 ,406.0 ,533.7 ,409.3 
1213,18-Jul ,1434.75 ,227.3 ,140.0 ,62.7 ,1126.75 ,38.5 ,15.0 ,88.4 ,416.9 ,497.8 ,413.5 
1214,17-Jul ,1427.24 ,220.2 ,140.0 ,65.7 ,1125.10 ,34.3 ,20.0 ,83.0 ,403.2 ,471.9 ,408.7 
1215,16-Jul ,1420.17 ,219.0 ,140.0 ,58.2 ,1124.10 ,37.1 ,20.0 ,72.4 ,386.7 ,457.1 ,389.5 
1216,15-Jul ,1413.04 ,221.5 ,140.0 ,55.6 ,1122.90 ,40.0 ,20.0 ,67.6 ,384.7 ,469.2 ,394.8 
1217,14-Jul ,1405.51 ,212.8 ,140.0 ,53.8 ,1121.50 ,49.2 ,25.0 ,88.1 ,403.9 ,540.6 ,392.7 
1218,13-Jul ,1397.40 ,178.5 ,150.0 ,45.1 ,1119.75 ,45.0 ,45.0 ,69.2 ,337.8 ,546.4 ,394.6 
1219,12-Jul ,1392.20 ,171.3 ,150.0 ,38.7 ,1119.75 ,47.3 ,45.0 ,69.2 ,326.5 ,462.7 ,390.5 
1220,11-Jul ,1388.27 ,150.8 ,138.5 ,35.0 ,1119.55 ,43.4 ,55.0 ,72.8 ,302.0 ,411.1 ,398.7 
1221,10-Jul ,1386.00 ,123.6 ,122.8 ,33.2 ,1120.45 ,39.3 ,55.0 ,68.6 ,264.7 ,357.9 ,400.3 
1222,9-Jul ,1386.00 ,121.3 ,120.6 ,40.7 ,1121.55 ,39.3 ,55.0 ,53.2 ,254.5 ,349.2 ,395.1 
1223,8-Jul ,1386.00 ,115.0 ,123.7 ,44.5 ,1122.65 ,40.0 ,55.0 ,49.0 ,248.5 ,346.7 ,395.3 
1224,7-Jul ,1387.82 ,133.1 ,145.2 ,49.8 ,1123.70 ,46.5 ,30.8 ,43.4 ,272.8 ,363.1 ,391.0 
1225,6-Jul ,1390.30 ,149.1 ,150.0 ,53.0 ,1122.60 ,48.5 ,25.0 ,68.7 ,319.3 ,369.4 ,381.7 
1226,5-Jul ,1390.59 ,154.1 ,162.9 ,59.2 ,1120.95 ,47.7 ,25.0 ,60.8 ,321.8 ,379.5 ,384.8 
1227,4-Jul ,1392.36 ,148.4 ,163.7 ,52.8 ,1119.20 ,40.4 ,25.0 ,68.0 ,309.6 ,373.5 ,386.6 
1228,3-Jul ,1395.35 ,131.6 ,146.6 ,46.8 ,1117.85 ,35.4 ,26.2 ,68.1 ,281.9 ,378.1 ,382.1 
1229,2-Jul ,1398.28 ,108.6 ,141.2 ,47.0 ,1117.05 ,30.6 ,11.7 ,72.6 ,258.8 ,395.5 ,394.7 
1230,1-Jul ,1402.28 ,95.7 ,137.2 ,45.2 ,1115.40 ,29.1 ,20.0 ,88.1 ,258.1 ,490.9 ,402.5 
1231,30-Jun ,1406.28 ,96.6 ,138.5 ,43.9 ,1114.60 ,22.1 ,45.0 ,109.0 ,271.6 ,457.2 ,407.2 
1232,29-Jun ,1410.28 ,99.3 ,142.5 ,44.3 ,1116.60 ,26.1 ,45.0 ,61.0 ,230.7 ,437.9 ,402.5 
1233,28-Jun ,1414.28 ,94.9 ,138.2 ,43.6 ,1118.25 ,28.0 ,40.0 ,35.8 ,202.3 ,415.2 ,393.4 
1234,27-Jun ,1418.28 ,109.7 ,153.8 ,43.1 ,1119.30 ,26.3 ,40.0 ,31.9 ,211.0 ,390.1 ,387.5 
1235,26-Jun ,1422.28 ,110.3 ,155.0 ,45.5 ,1120.40 ,26.3 ,40.0 ,31.8 ,213.9 ,369.8 ,377.9 
1236,25-Jun ,1426.28 ,114.3 ,159.1 ,53.1 ,1121.40 ,27.0 ,40.0 ,33.8 ,228.2 ,337.4 ,370.9 
1237,24-Jun ,1430.28 ,121.1 ,167.6 ,58.6 ,1122.30 ,26.4 ,40.0 ,35.6 ,241.7 ,321.1 ,361.3 
1238,23-Jun ,1434.28 ,126.4 ,172.9 ,61.2 ,1123.25 ,29.3 ,40.0 ,39.3 ,256.2 ,344.8 ,355.0 
1239,22-Jun ,1438.28 ,125.6 ,173.4 ,56.7 ,1124.00 ,31.8 ,25.0 ,33.7 ,247.8 ,381.9 ,346.6 
1240,21-Jun ,1442.28 ,139.0 ,180.0 ,60.1 ,1123.70 ,28.4 ,25.0 ,33.7 ,261.2 ,370.9 ,340.7 
1241,20-Jun ,1445.66 ,139.2 ,180.0 ,68.4 ,1124.05 ,31.6 ,10.0 ,41.3 ,280.5 ,373.5 ,339.3 
1242,19-Jun ,1449.02 ,133.8 ,169.1 ,71.2 ,1123.10 ,31.5 ,10.0 ,41.3 ,277.8 ,334.2 ,345.7 
1243,18-Jun ,1451.18 ,147.6 ,141.9 ,73.8 ,1122.05 ,36.8 ,10.0 ,49.6 ,307.8 ,324.8 ,355.5 
1244,17-Jun ,1450.93 ,157.8 ,138.1 ,75.8 ,1120.50 ,37.6 ,10.0 ,53.8 ,325.0 ,294.0 ,372.3 
1245,16-Jun ,1449.98 ,155.8 ,140.0 ,74.5 ,1118.50 ,35.3 ,10.0 ,53.2 ,318.8 ,293.9 ,372.5 
1246,15-Jun ,1448.76 ,151.2 ,140.0 ,73.5 ,1116.40 ,39.9 ,15.0 ,58.4 ,323.0 ,264.9 ,360.4 
1247,14-Jun ,1447.91 ,150.5 ,140.0 ,76.5 ,1114.20 ,39.1 ,15.0 ,42.5 ,308.6 ,259.0 ,345.8 
1248,13-Jun ,1447.12 ,160.2 ,142.9 ,78.7 ,1111.95 ,42.9 ,20.0 ,41.7 ,323.5 ,257.6 ,339.2 
1249,12-Jun ,1445.70 ,166.4 ,112.1 ,85.3 ,1109.60 ,40.0 ,20.0 ,54.8 ,346.5 ,276.8 ,323.2 
1250,11-Jun ,1441.44 ,167.0 ,100.5 ,89.3 ,1107.10 ,44.4 ,20.0 ,59.9 ,360.6 ,300.2 ,308.4 
1251,10-Jun ,1435.94 ,166.6 ,99.5 ,91.7 ,1104.05 ,45.2 ,20.0 ,74.9 ,378.4 ,312.2 ,295.1 
1252,9-Jun ,1430.31 ,161.8 ,100.0 ,92.0 ,1100.90 ,42.1 ,20.0 ,68.6 ,364.5 ,342.2 ,288.1 
1253,8-Jun ,1424.94 ,155.5 ,94.6 ,91.0 ,1097.60 ,42.7 ,25.0 ,67.1 ,356.3 ,388.4 ,281.6 
1254,7-Jun ,1419.62 ,153.7 ,80.0 ,81.4 ,1094.74 ,47.1 ,25.0 ,60.2 ,342.4 ,397.4 ,282.1 
1255,6-Jun ,1412.98 ,144.9 ,70.0 ,70.1 ,1091.20 ,44.1 ,30.0 ,60.5 ,319.6 ,377.1 ,279.6 
1256,5-Jun ,1406.08 ,126.5 ,70.0 ,61.2 ,1088.50 ,42.7 ,35.0 ,51.0 ,281.4 ,334.6 ,273.5 
1257,4-Jun ,1400.81 ,95.6 ,70.0 ,59.3 ,1086.75 ,41.9 ,38.0 ,43.2 ,240.0 ,300.4 ,272.5 
1258,3-Jun ,1396.95 ,83.3 ,60.0 ,48.4 ,1085.85 ,40.4 ,38.0 ,35.7 ,207.8 ,303.0 ,265.9 
1259,2-Jun ,1392.73 ,77.7 ,60.0 ,42.5 ,1085.30 ,38.2 ,38.0 ,38.0 ,196.4 ,351.8 ,254.5 
1260,1-Jun ,1389.52 ,70.1 ,60.0 ,34.5 ,1085.25 ,33.8 ,38.0 ,19.2 ,157.6 ,395.2 ,246.7 
1261,31-May ,1387.68 ,65.2 ,60.0 ,30.7 ,1086.20 ,36.0 ,38.0 ,24.9 ,156.8 ,392.2 ,238.0 
1262,30-May ,1386.79 ,62.4 ,60.0 ,24.2 ,1086.65 ,35.5 ,38.0 ,19.2 ,141.3 ,389.9 ,232.5 
1263,29-May ,1386.48 ,50.9 ,55.0 ,20.9 ,1087.20 ,34.4 ,38.0 ,22.9 ,129.1 ,395.7 ,234.0 
1264,28-May ,1387.42 ,46.6 ,45.0 ,20.0 ,1088.00 ,34.1 ,38.1 ,22.9 ,123.6 ,377.2 ,242.9 
1265,27-May ,1387.25 ,42.2 ,45.0 ,18.1 ,1088.90 ,34.3 ,37.9 ,18.3 ,112.9 ,375.2 ,240.5 
1266,26-May ,1387.94 ,38.5 ,45.0 ,16.7 ,1089.70 ,33.3 ,38.1 ,20.0 ,108.5 ,346.3 ,246.6 
1267,25-May ,1389.35 ,38.5 ,45.0 ,18.8 ,1090.55 ,32.6 ,38.2 ,20.0 ,109.9 ,318.7 ,250.5 
1268,24-May ,1390.72 ,40.3 ,50.0 ,23.1 ,1091.45 ,35.8 ,40.5 ,18.0 ,117.2 ,301.7 ,254.0 
1269,23-May ,1392.66 ,41.5 ,50.0 ,26.1 ,1092.20 ,37.2 ,42.8 ,18.0 ,122.8 ,305.6 ,253.3 
1270,22-May ,1394.38 ,43.2 ,50.0 ,29.4 ,1093.10 ,36.1 ,35.5 ,15.4 ,124.1 ,326.1 ,256.8 
1271,21-May ,1395.78 ,44.6 ,45.0 ,31.7 ,1093.00 ,38.0 ,38.0 ,18.0 ,132.3 ,315.2 ,261.9 
1272,20-May ,1395.95 ,43.3 ,40.0 ,35.0 ,1093.00 ,38.0 ,38.0 ,20.6 ,136.9 ,295.5 ,263.7 
1273,19-May ,1395.40 ,43.5 ,40.0 ,32.5 ,1093.00 ,37.7 ,38.0 ,20.6 ,134.3 ,282.2 ,252.9 
1274,18-May ,1394.82 ,42.8 ,40.0 ,35.3 ,1093.05 ,38.4 ,40.0 ,20.5 ,137.0 ,298.2 ,231.6 
1275,17-May ,1394.38 ,41.2 ,34.2 ,37.0 ,1093.30 ,37.5 ,35.0 ,17.5 ,133.2 ,301.8 ,218.4 
1276,16-May ,1393.15 ,44.9 ,35.0 ,40.6 ,1092.90 ,39.3 ,40.0 ,22.4 ,147.2 ,291.2 ,211.5 
1277,15-May ,1391.35 ,46.2 ,35.0 ,48.3 ,1093.00 ,44.6 ,42.8 ,24.8 ,163.9 ,276.8 ,209.9 
1278,14-May ,1389.30 ,53.6 ,40.0 ,43.3 ,1092.70 ,43.0 ,40.5 ,24.8 ,164.7 ,263.2 ,221.0 
1279,13-May ,1386.72 ,44.3 ,40.0 ,38.4 ,1092.30 ,37.0 ,42.6 ,19.9 ,139.6 ,248.2 ,220.3 
1280,12-May ,1386.00 ,35.1 ,34.5 ,23.4 ,1093.20 ,34.8 ,43.8 ,17.5 ,110.8 ,236.0 ,210.2 
1281,11-May ,1386.00 ,34.0 ,33.5 ,21.1 ,1094.65 ,34.7 ,45.0 ,13.3 ,103.1 ,224.8 ,207.3 
1282,10-May ,1386.00 ,35.9 ,35.4 ,22.5 ,1096.30 ,35.0 ,45.0 ,17.0 ,110.4 ,227.2 ,204.0 
1283,9-May ,1386.00 ,36.8 ,36.4 ,25.6 ,1097.90 ,37.8 ,45.0 ,23.8 ,124.0 ,220.0 ,200.6 
1284,8-May ,1386.00 ,37.8 ,37.4 ,26.9 ,1099.05 ,35.9 ,45.0 ,17.0 ,117.6 ,200.9 ,196.2 
1285,7-May ,1386.00 ,37.5 ,37.7 ,25.7 ,1100.40 ,30.6 ,45.0 ,11.9 ,105.7 ,167.5 ,200.8 
1286,6-May ,1386.15 ,36.5 ,40.0 ,19.8 ,1102.20 ,30.6 ,45.0 ,17.0 ,103.9 ,152.7 ,200.2 
1287,5-May ,1386.97 ,38.7 ,40.0 ,24.3 ,1104.00 ,31.4 ,34.6 ,23.8 ,118.2 ,149.1 ,190.1 
